food_name,food_type,category,protein_g,carbs_g,fat_g,fiber_g,calories_kcal,vitamins,minerals,vaat_suitable,pit_suitable,cough_suitable,vaat_rating,pit_rating,cough_rating,health_tags,body_type,suitability_label,recommendation,suitability_reason
Chicken Thigh,Non-Veg,Poultry,25.91,0.0,5.96,0.0,201.0,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,"Juicy,Protein Rich",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Basmati Rice,Veg,Grains,2.63,44.26,0.31,0.38,206.1,"B1,B3","Mg,P",Yes,Yes,No,5,4,2,"Light,Easily Digestible",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Tofu,Vegan,Legumes,7.83,1.97,4.76,0.31,77.0,"B1,Ca","Ca,Mg",Yes,Yes,No,4,4,2,Plant Protein,Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Basmati Rice,Veg,Grains,2.8,44.93,0.29,0.38,199.6,"B1,B3","Mg,P",Yes,Yes,No,5,4,2,"Light,Easily Digestible",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Bone Broth,Non-Veg,Soups,6.21,0.52,2.08,0.0,38.9,B12,"Ca,Mg",Yes,No,No,5,2,2,"Gut Healing,Collagen",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Spirulina,Vegan,Supplements,58.71,8.13,8.21,1.01,279.1,"B12,B1","Fe,Mg",Yes,Yes,Yes,4,4,4,"Superfood,Iron Rich",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Ash Gourd,Veg,Vegetables,0.39,3.88,0.1,0.84,13.0,"C,B9","K,Ca",Yes,Yes,Yes,4,5,5,"Cooling,Weight Loss",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Coconut Oil,Veg,Oils,0.0,0.0,103.81,0.0,906.5,E,,Yes,Yes,No,5,4,2,"MCT,Antimicrobial",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Sunflower Seeds,Veg,Nuts & Seeds,20.96,20.44,53.02,8.84,577.1,"E,B1","Se,Mg",Yes,Yes,No,4,4,2,Vitamin E Rich,Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Duck,Non-Veg,Poultry,18.38,0.0,29.55,0.0,341.1,"B3,B6,B12","Fe,Zn",No,No,No,2,2,2,"Rich,Fatty",Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Jowar Roti,Veg,Grains,1.76,18.07,0.93,0.91,89.7,"B3,B1","Fe,Ca",Yes,Yes,Yes,4,4,5,"Gluten Free,High Fiber",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Basmati Rice,Veg,Grains,2.64,45.28,0.29,0.39,191.0,"B1,B3","Mg,P",Yes,Yes,No,5,4,2,"Light,Easily Digestible",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Avocado,Vegan,Fruits,2.04,8.09,15.25,7.03,158.5,"K,E,C","K,Mg",Yes,Yes,Yes,4,4,4,"Healthy Fat,Omega-9",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Bajra Roti,Veg,Grains,1.58,19.93,0.6,1.33,89.3,"B3,B1","Fe,Mg",Yes,No,Yes,4,2,5,"Warming,Gluten Free",Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Broccoli,Veg,Vegetables,2.66,6.4,0.39,2.67,33.9,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Pumpkin Seeds,Veg,Nuts & Seeds,30.21,10.66,48.55,5.96,550.7,"B9,B1","Zn,Mg",Yes,Yes,Yes,4,4,4,"Zinc Rich,Prostate Health",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Zucchini,Veg,Vegetables,1.22,3.14,0.29,1.0,16.8,"C,B6","K,Mg",Yes,Yes,Yes,4,5,4,"Light,Cooling",Vaat,suitable,Yes,Sweet and nourishing properties balance Vaat's dry and cold nature.
Turmeric,Veg,Spices,9.63,63.86,3.36,21.41,357.1,"B6,C","Mn,Fe",Yes,No,Yes,4,2,4,Anti-Inflammatory,Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Flax Seeds,Veg,Nuts & Seeds,19.2,29.98,40.57,26.49,526.4,"B1,B9","Mn,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Fiber Rich",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Ash Gourd,Veg,Vegetables,0.38,3.91,0.1,0.77,13.4,"C,B9","K,Ca",Yes,Yes,Yes,4,5,5,"Cooling,Weight Loss",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Avocado,Vegan,Fruits,2.09,8.92,15.01,6.4,165.0,"K,E,C","K,Mg",Yes,Yes,Yes,4,4,4,"Healthy Fat,Omega-9",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Sooji/Semolina,Veg,Grains,3.64,26.94,0.51,0.31,130.4,"B1,B3","Fe,Mg",Yes,Yes,No,4,3,2,Light,Pit,moderately_suitable,Moderate,Acceptable in small amounts – balance with cooling foods.
Curd/Yogurt,Veg,Dairy,3.33,4.8,3.16,0.0,58.1,"B12,B2,D","Ca,K",No,No,No,2,2,2,"Probiotic,Fermented",Vaat,not_suitable,No,Astringent taste aggravates Vaat – consume rarely if at all.
Carrot,Veg,Vegetables,0.94,10.03,0.2,2.83,39.5,"A,B6,C","K,Ca",Yes,Yes,Yes,5,4,4,"Eye Health,Antioxidant",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Flax Seeds,Veg,Nuts & Seeds,17.43,29.83,42.48,26.46,535.4,"B1,B9","Mn,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Fiber Rich",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Catla Fish,Non-Veg,Fish,18.06,0.0,2.34,0.0,94.8,"B12,D","P,Se",Yes,Yes,No,4,4,2,Light Protein,Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Papaya,Veg,Fruits,0.49,9.75,0.31,1.77,41.2,"A,C,B9","K,Mg",Yes,Yes,Yes,5,4,4,"Digestive,Anti-Inflammatory",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Cauliflower,Veg,Vegetables,1.81,4.8,0.3,2.0,25.5,"C,B9","K,Ca",No,Yes,Yes,2,4,4,Light,Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Broccoli,Veg,Vegetables,2.83,6.81,0.41,2.7,35.6,"C,K,B9","K,Ca",Yes,Yes,Yes,4,5,4,"Antioxidant,Anti-Cancer",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Coconut Oil,Veg,Oils,0.0,0.0,96.52,0.0,896.5,E,,Yes,Yes,No,5,4,2,"MCT,Antimicrobial",Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Cumin,Veg,Spices,18.16,43.4,21.94,10.64,392.9,"B1,B9","Fe,Mg",Yes,No,Yes,5,2,4,"Digestive,Iron Rich",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Banana,Veg,Fruits,1.13,24.11,0.3,2.58,85.4,"B6,C","K,Mg",Yes,No,No,5,2,2,"Energy,High Potassium",Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Oat Milk,Vegan,Dairy Alt,1.03,15.25,1.44,0.78,78.4,"B12,D",Ca,Yes,Yes,Yes,4,4,4,Fiber Rich,Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Pomegranate,Veg,Fruits,1.78,19.12,1.22,3.89,81.4,"C,B9,K","K,Ca",Yes,Yes,Yes,4,4,4,"Antioxidant,Heart Health",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Oat Milk,Vegan,Dairy Alt,0.96,15.98,1.53,0.77,80.4,"B12,D",Ca,Yes,Yes,Yes,4,4,4,Fiber Rich,Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Brown Rice,Veg,Grains,2.54,46.1,0.87,1.76,207.5,"B1,B3,B6","Mg,P,Mn",Yes,Yes,No,4,3,2,"Fiber Rich,Whole Grain",Pit,moderately_suitable,Moderate,Can be included occasionally in moderate quantities for Pitta types.
Pumpkin Seeds,Veg,Nuts & Seeds,31.17,10.48,47.66,5.98,532.4,"B9,B1","Zn,Mg",Yes,Yes,Yes,4,4,4,"Zinc Rich,Prostate Health",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Ragi,Veg,Grains,1.62,21.28,0.5,1.02,94.9,"B1,B2","Ca,Fe",Yes,Yes,Yes,4,4,4,"Calcium Rich,Gluten Free",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Egg White,Non-Veg,Eggs,3.44,0.19,0.1,0.0,17.6,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Ragi,Veg,Grains,1.65,21.52,0.52,1.0,94.2,"B1,B2","Ca,Fe",Yes,Yes,Yes,4,4,4,"Calcium Rich,Gluten Free",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Egg,Non-Veg,Eggs,6.24,0.63,4.79,0.0,80.8,"B12,D,A","Se,P",Yes,No,Yes,4,2,4,Complete Protein,Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Sooji/Semolina,Veg,Grains,3.5,25.75,0.51,0.31,134.1,"B1,B3","Fe,Mg",Yes,Yes,No,4,3,2,Light,Pit,moderately_suitable,Moderate,Acceptable in small amounts – balance with cooling foods.
Ridge Gourd,Veg,Vegetables,0.67,3.87,0.2,0.59,19.3,"C,B6","Fe,Ca",Yes,Yes,Yes,4,5,5,"Light,Cooling",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Hemp Seeds,Vegan,Nuts & Seeds,32.32,8.38,46.87,3.8,577.5,"B1,B9","Mg,Fe",Yes,Yes,Yes,5,4,4,"Complete Protein,Omega",Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Sooji/Semolina,Veg,Grains,3.76,26.38,0.5,0.29,136.0,"B1,B3","Fe,Mg",Yes,Yes,No,4,3,2,Light,Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Toor Dal,Veg,Legumes,6.96,16.24,0.4,2.82,119.5,"B9,B1","Fe,K",Yes,Yes,Yes,4,4,4,"Light,Daily Use",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Rohu Fish,Non-Veg,Fish,17.41,0.0,1.47,0.0,93.7,"B12,D","P,Se",Yes,Yes,No,4,4,2,"Light,Easy Digest",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Watermelon,Veg,Fruits,0.62,8.17,0.21,0.39,30.9,"A,C,B6","K,Mg",No,Yes,No,2,5,2,"Cooling,Hydrating",Vaat,not_suitable,No,Raw or cooling foods worsen Vaat's cold and dry tendencies.
Chicken Thigh,Non-Veg,Poultry,25.89,0.0,5.91,0.0,208.7,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,"Juicy,Protein Rich",Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Pomegranate,Veg,Fruits,1.77,19.2,1.21,3.96,81.5,"C,B9,K","K,Ca",Yes,Yes,Yes,4,4,4,"Antioxidant,Heart Health",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Onion,Veg,Vegetables,1.06,9.65,0.1,1.66,39.4,"C,B6","K,Ca",Yes,No,No,4,2,2,"Pungent,Warming",Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Poha,Veg,Grains,1.96,24.01,0.41,0.49,109.8,"B1,B3","Fe,Mg",Yes,Yes,Yes,4,4,4,"Light,Easy Digest",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Pistachios,Veg,Nuts & Seeds,21.41,27.32,45.18,9.86,582.4,"B6,B1","Cu,Mn",Yes,Yes,No,4,4,2,Complete Nutrition,Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Avocado,Vegan,Fruits,1.95,8.53,14.17,6.96,159.6,"K,E,C","K,Mg",Yes,Yes,Yes,4,4,4,"Healthy Fat,Omega-9",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Bajra Roti,Veg,Grains,1.67,20.76,0.6,1.25,87.4,"B3,B1","Fe,Mg",Yes,No,Yes,4,2,5,"Warming,Gluten Free",Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Tuna,Non-Veg,Fish,28.87,0.0,0.49,0.0,123.5,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Lean Protein,Omega",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Lamb,Non-Veg,Red Meat,24.73,0.0,7.03,0.0,252.6,"B12,B3","Fe,Zn",Yes,No,No,4,2,2,Iron Rich,Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Wheat Roti,Veg,Grains,3.74,18.32,0.39,1.2,89.9,"B1,B2","Fe,Ca",Yes,Yes,Yes,4,4,4,"Staple,Fiber Rich",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Guava,Veg,Fruits,2.56,14.66,0.95,5.26,66.1,"C,B9,A","K,Ca",Yes,Yes,Yes,4,4,4,"Vitamin C Rich,Fiber",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Coconut Milk,Vegan,Dairy Alt,2.34,2.3,22.32,2.18,198.5,B12,"Mn,Cu",Yes,No,No,4,2,2,"Rich,Warming",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Paneer,Veg,Dairy,10.78,1.19,19.54,0.0,270.5,"B12,B2,D","Ca,K",Yes,Yes,No,4,4,2,"Protein Rich,Calcium",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Walnuts,Veg,Nuts & Seeds,15.67,14.62,66.06,6.4,671.1,"E,B6,B9","Mn,Cu",Yes,No,No,4,2,2,"Omega-3,Brain Health",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Cashews,Veg,Nuts & Seeds,18.63,30.4,41.81,3.39,575.3,"B1,B6","Cu,Mg",No,No,No,2,2,2,"Heavy,Rich",Vaat,not_suitable,No,Astringent taste aggravates Vaat – consume rarely if at all.
Sesame Seeds,Veg,Nuts & Seeds,18.17,27.46,48.87,11.78,562.1,"B1,B9","Ca,Fe",Yes,No,No,4,2,2,"Calcium Rich,Warming",Cough (Kapha),not_suitable,No,Excessive sweetness increases Kapha and promotes water retention.
Duck,Non-Veg,Poultry,18.44,0.0,29.81,0.0,347.8,"B3,B6,B12","Fe,Zn",No,No,No,2,2,2,"Rich,Fatty",Pit,not_suitable,No,Pungent taste fans Pitta's inner fire.
Jowar Roti,Veg,Grains,1.81,19.3,0.9,0.93,88.9,"B3,B1","Fe,Ca",Yes,Yes,Yes,4,4,5,"Gluten Free,High Fiber",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Chia Seeds,Veg,Nuts & Seeds,15.78,41.57,31.97,33.16,465.2,"B1,B3","Ca,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Hydrophilic",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Chia Seeds,Veg,Nuts & Seeds,16.68,43.39,30.24,32.74,484.6,"B1,B3","Ca,Mg",Yes,Yes,Yes,4,4,4,"Omega-3,Hydrophilic",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Cashews,Veg,Nuts & Seeds,18.35,31.68,43.23,3.39,526.6,"B1,B6","Cu,Mg",No,No,No,2,2,2,"Heavy,Rich",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Salmon,Non-Veg,Fish,20.07,0.0,13.3,0.0,208.6,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Omega-3,Heart Health",Cough (Kapha),not_suitable,No,Heavy and oily properties increase Kapha – leads to weight gain and congestion.
Avocado,Vegan,Fruits,2.09,8.79,14.21,6.88,154.5,"K,E,C","K,Mg",Yes,Yes,Yes,4,4,4,"Healthy Fat,Omega-9",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Pumpkin Seeds,Veg,Nuts & Seeds,31.44,10.2,48.22,6.07,543.5,"B9,B1","Zn,Mg",Yes,Yes,Yes,4,4,4,"Zinc Rich,Prostate Health",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Tuna,Non-Veg,Fish,30.64,0.0,0.5,0.0,131.1,"B12,D,B3","Se,P",Yes,Yes,No,4,4,2,"Lean Protein,Omega",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Urad Dal,Veg,Legumes,8.49,19.68,0.93,3.17,122.7,"B9,B1","Fe,K",Yes,No,No,4,2,2,"Heavy,Strengthening",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Chana Dal,Veg,Legumes,8.99,26.7,1.54,5.0,168.9,"B9,B1","Fe,Mg",No,Yes,Yes,2,4,4,Fiber Rich,Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Cauliflower,Veg,Vegetables,1.84,5.2,0.3,1.92,26.2,"C,B9","K,Ca",No,Yes,Yes,2,4,4,Light,Cough (Kapha),suitable,Yes,Stimulates metabolism and helps reduce Kapha-related congestion.
Nutritional Yeast,Vegan,Supplements,13.51,6.84,0.52,2.9,45.5,"B12,B1,B2","Zn,Se",Yes,Yes,Yes,4,4,4,"Complete Protein,B12",Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Sunflower Seeds,Veg,Nuts & Seeds,21.78,19.85,50.63,8.37,572.7,"E,B1","Se,Mg",Yes,Yes,No,4,4,2,Vitamin E Rich,Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Banana,Veg,Fruits,1.09,24.06,0.31,2.71,91.3,"B6,C","K,Mg",Yes,No,No,5,2,2,"Energy,High Potassium",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Urad Dal,Veg,Legumes,8.34,20.86,0.86,3.31,134.3,"B9,B1","Fe,K",Yes,No,No,4,2,2,"Heavy,Strengthening",Cough (Kapha),not_suitable,No,Difficult to digest – adds to Kapha's naturally slow digestion.
Amaranth Leaves,Veg,Leafy Greens,2.43,3.82,0.49,2.06,23.7,"A,C,K","Ca,Fe",Yes,Yes,Yes,4,4,4,"Alkaline,Nutritious",Cough (Kapha),suitable,Yes,Bitter and astringent taste reduces mucus and excess Kapha.
Coconut Milk,Vegan,Dairy Alt,2.22,2.51,20.94,2.27,205.2,B12,"Mn,Cu",Yes,No,No,4,2,2,"Rich,Warming",Pit,not_suitable,No,"Hot, sour, or spicy qualities significantly aggravate Pitta dosha."
Spirulina,Vegan,Supplements,57.24,8.09,7.63,0.99,298.1,"B12,B1","Fe,Mg",Yes,Yes,Yes,4,4,4,"Superfood,Iron Rich",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Papaya,Veg,Fruits,0.48,9.92,0.31,1.73,42.0,"A,C,B9","K,Mg",Yes,Yes,Yes,5,4,4,"Digestive,Anti-Inflammatory",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Garlic,Veg,Spices,6.62,34.72,0.48,2.03,144.3,"B6,C","Mn,Ca,Se",Yes,No,No,5,2,2,"Antibacterial,Immunity",Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Sooji/Semolina,Veg,Grains,3.74,25.69,0.52,0.31,135.0,"B1,B3","Fe,Mg",Yes,Yes,No,4,3,2,Light,Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Tomato,Veg,Vegetables,0.89,3.74,0.19,1.15,17.5,"C,K,A","K,Ca",No,No,Yes,2,2,4,"Cooling,Acidic",Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Turmeric,Veg,Spices,9.7,63.91,3.16,20.78,364.4,"B6,C","Mn,Fe",Yes,No,Yes,4,2,4,Anti-Inflammatory,Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Egg White,Non-Veg,Eggs,3.59,0.2,0.1,0.0,17.2,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Garlic,Veg,Spices,6.39,31.7,0.52,2.16,144.9,"B6,C","Mn,Ca,Se",Yes,No,No,5,2,2,"Antibacterial,Immunity",Pit,not_suitable,No,Excessive sweetness combined with heaviness disturbs Pitta.
Ash Gourd,Veg,Vegetables,0.4,3.98,0.1,0.82,12.5,"C,B9","K,Ca",Yes,Yes,Yes,4,5,5,"Cooling,Weight Loss",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Cow Milk,Veg,Dairy,3.53,4.64,3.54,0.0,59.7,"B12,B2,D","Ca,K",Yes,Yes,No,5,4,2,"Nutritious,Calcium Rich",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Ginger,Veg,Spices,1.86,18.4,0.78,2.07,82.8,"B6,C","Mg,K",Yes,No,Yes,5,2,4,"Digestive,Anti-Nausea",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Blueberries,Vegan,Fruits,0.68,14.14,0.31,2.33,57.4,"C,K,B9","Mn,K",Yes,Yes,Yes,4,4,4,"Antioxidant,Brain Health",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Mustard Oil,Veg,Oils,0.0,0.0,100.26,0.0,936.4,E,,Yes,No,No,4,2,2,"Warming,Pungent",Vaat,suitable,Yes,Provides stability and lubrication needed for Vaat balance.
Avocado,Vegan,Fruits,2.08,8.92,14.02,6.81,152.7,"K,E,C","K,Mg",Yes,Yes,Yes,4,4,4,"Healthy Fat,Omega-9",Pit,suitable,Yes,Light and easily digestible – supports Pitta's strong digestion without overloading it.
Cow Milk,Veg,Dairy,3.48,4.83,3.75,0.0,62.9,"B12,B2,D","Ca,K",Yes,Yes,No,5,4,2,"Nutritious,Calcium Rich",Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Chickpeas,Veg,Legumes,8.9,28.06,2.48,7.73,166.4,"B9,B6","Fe,Mg,Zn",No,Yes,Yes,2,4,4,"High Fiber,Protein",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Egg White,Non-Veg,Eggs,3.67,0.2,0.1,0.0,16.6,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Cough (Kapha),suitable,Yes,"Light, dry, and pungent qualities balance Kapha's heavy and moist nature."
Pistachios,Veg,Nuts & Seeds,21.43,27.73,45.73,10.24,579.8,"B6,B1","Cu,Mn",Yes,Yes,No,4,4,2,Complete Nutrition,Pit,suitable,Yes,Bitter or astringent taste pacifies excess Pitta heat.
Coconut,Veg,Fruits,3.4,6.17,32.92,9.34,356.6,"B1,B3","Mn,Cu",Yes,Yes,No,5,4,2,"Cooling,MCT Rich",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Egg White,Non-Veg,Eggs,3.64,0.21,0.1,0.0,17.4,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Pit,suitable,Yes,Neutral and soothing – reduces inflammation associated with Pit dosha.
Duck,Non-Veg,Poultry,19.13,0.0,29.79,0.0,329.0,"B3,B6,B12","Fe,Zn",No,No,No,2,2,2,"Rich,Fatty",Vaat,not_suitable,No,Gaseous properties disturb Vaat and digestive function.
Rohu Fish,Non-Veg,Fish,17.23,0.0,1.4,0.0,95.0,"B12,D","P,Se",Yes,Yes,No,4,4,2,"Light,Easy Digest",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Egg White,Non-Veg,Eggs,3.67,0.19,0.1,0.0,17.3,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Cough (Kapha),suitable,Yes,Warming spices help counter Kapha's cold and sluggish tendencies.
Egg White,Non-Veg,Eggs,3.74,0.19,0.1,0.0,16.9,B2,Se,Yes,Yes,Yes,5,4,4,Fat Free Protein,Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
Paneer,Veg,Dairy,11.02,1.23,20.26,0.0,256.5,"B12,B2,D","Ca,K",Yes,Yes,No,4,4,2,"Protein Rich,Calcium",Vaat,suitable,Yes,"Warm, oily, and grounding qualities pacify Vaat dosha."
Coconut Milk,Vegan,Dairy Alt,2.25,2.51,20.42,2.27,200.4,B12,"Mn,Cu",Yes,No,No,4,2,2,"Rich,Warming",Cough (Kapha),not_suitable,No,Sweet and cold nature aggravates Kapha's already heavy and damp qualities.
Moong Dal,Veg,Legumes,7.07,15.26,0.38,4.56,104.3,"B9,B1","Fe,K",Yes,Yes,Yes,5,5,5,"Tri-doshic,Easy Digest",Pit,suitable,Yes,Anti-inflammatory and cooling effect balances Pitta's fiery nature.
Sooji/Semolina,Veg,Grains,3.77,28.07,0.52,0.31,127.0,"B1,B3","Fe,Mg",Yes,Yes,No,4,3,2,Light,Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Sunflower Seeds,Veg,Nuts & Seeds,19.8,20.75,52.42,8.51,587.1,"E,B1","Se,Mg",Yes,Yes,No,4,4,2,Vitamin E Rich,Cough (Kapha),not_suitable,No,Promotes mucus formation – avoid during Kapha imbalance.
Chicken Breast,Non-Veg,Poultry,32.18,0.0,3.62,0.0,158.4,"B3,B6,B12","Se,P",Yes,No,No,4,2,2,Lean Protein,Pit,not_suitable,No,Heating properties increase internal heat – avoid when Pitta is elevated.
Sesame Oil,Veg,Oils,0.0,0.0,102.75,0.0,887.6,E,,Yes,No,No,5,2,2,"Warming,Anti-aging",Vaat,suitable,Yes,"Naturally sweet and moist, counteracts Vaat's dryness."
Jackfruit (raw),Vegan,Fruits,1.73,22.83,0.31,1.54,93.4,"C,B6","K,Mg",Yes,No,No,4,2,2,Meat Substitute,Pit,not_suitable,No,Fermented or sour – worsens acid and inflammation in Pitta types.
Masoor Dal,Veg,Legumes,8.75,20.7,0.41,4.18,117.6,"B9,B1,B6","Fe,K,Mg",Yes,Yes,Yes,4,4,4,"Protein Rich,Light",Cough (Kapha),suitable,Yes,Low in fat and calories – supports Kapha's tendency toward weight gain.
Acai Berry,Vegan,Fruits,2.06,6.16,12.17,1.94,142.5,"A,C","K,Ca",Yes,Yes,Yes,4,4,4,"Superfood,Antioxidant",Vaat,suitable,Yes,Easy to digest and warming – ideal for Vaat types.
Basmati Rice,Veg,Grains,2.79,45.18,0.31,0.41,205.6,"B1,B3","Mg,P",Yes,Yes,No,5,4,2,"Light,Easily Digestible",Pit,suitable,Yes,Cool and sweet properties effectively pacify excess Pit (Pitta) heat.
